,DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,TMAX_A,TMIN_A,TAVG_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,TMAX_B,TMIN_B,TAVG_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,TMAX_C,TMIN_C,TAVG_C,LATITUDE,LONGITUDE,TAVG
588,09-01-1980,63.88,77.52,128,,0,-14.3,,-23.16,62.95,79.82,66,5,2.17,-7.49,15.28,-12.65,63.08,78.93,64,551,0,,,-13.92,63.933,78.733,-10.4
589,08-01-1976,63.88,77.52,128,,0,,,-10.8,62.95,79.82,66,0,0,31.67,-2,-0.44,63.08,78.93,64,0,0,2.2,,-2.64,63.933,78.733,-3.8
590,19-02-1978,63.88,77.52,128,,0,,-0.86,32.04,62.95,79.82,66,0,0,9.1,1.04,3.52,63.08,78.93,64,0,0,3.3,,1.92,63.933,78.733,0.4
591,06-09-1975,63.88,77.52,128,,0,,,20.64,62.95,79.82,66,0,0,27.82,6.4,43.12,63.08,78.93,64,0,0,27.5,11.4,21.36,63.933,78.733,21.2
592,17-09-1978,63.88,77.52,128,,0,29.7,,22.2,62.95,79.82,66,0,0,27.82,6.96,,63.08,78.93,64,0,0,,8.55,20.76,63.933,78.733,18.8
593,24-01-1979,63.88,77.52,128,0,0,-7.7,-12.9,,62.95,79.82,66,21,0,-7.28,-9.12,26.95,63.08,78.93,64,3,0,-7.7,-11.4,-10.2,63.933,78.733,-8.8
594,05-05-1979,63.88,77.52,128,,0,27.5,6.88,17.16,62.95,79.82,66,0,0,25.68,29.36,51.59,63.08,78.93,64,0,0,26.4,11.4,,63.933,78.733,13.2
595,08-06-1980,63.88,77.52,128,0,0,,,33.12,62.95,79.82,66,0,0,37.13,16.08,30.14,63.08,78.93,64,,0,37.4,,33.96,63.933,78.733,25.6
596,28-06-1977,63.88,77.52,128,0,0,,,57.36,62.95,79.82,66,0,0,34.03,10.88,68.75,63.08,78.93,64,0,0,,,30.96,63.933,78.733,24.3
597,01-11-1978,63.88,77.52,128,180,0,11,,7.44,62.95,79.82,66,29,0,17.87,6.56,12.21,63.08,78.93,64,20,0,14.3,,11.16,63.933,78.733,8.5
598,14-02-1979,63.88,77.52,128,,0,8.8,,1.8,62.95,79.82,66,0,0,12.09,-2.8,3.08,63.08,78.93,64,,0,33.66,,3.6,63.933,78.733,2.2
599,11-05-1976,63.88,77.52,128,,0,,,19.8,62.95,79.82,66,0,0,32.42,11.28,24.42,63.08,78.93,64,0,0,,,,63.933,78.733,17.5
600,24-06-1977,63.88,77.52,128,500,0,,,34.2,62.95,79.82,66,4,2.33,40.77,19.28,34.21,63.08,78.93,64,,0,,19.95,32.64,63.933,78.733,28.6
601,07-01-1980,63.88,77.52,128,0,0,-6.6,,-9.84,62.95,79.82,66,66,0,-1.5,-3.76,,63.08,78.93,64,10,0,,,-7.2,63.933,78.733,-5.2
602,01-03-1977,63.88,77.52,128,,0,11,,37.08,62.95,79.82,66,0,0,14.34,-4.16,43.56,63.08,78.93,64,0,0,14.3,,4.8,63.933,78.733,-0.2
603,28-11-1979,63.88,77.52,128,,0,12.1,,,62.95,79.82,66,0,0,14.98,-2.72,3.74,63.08,78.93,64,0,0,16.5,-1.9,5.64,63.933,78.733,3.2
604,01-02-1979,63.88,77.52,128,,0,1.1,-12.04,-9.96,62.95,79.82,66,0,0,30.5,-9.6,,63.08,78.93,64,0,0,5.5,-9.5,-5.4,63.933,78.733,-7.3
605,05-08-1976,63.88,77.52,128,,0,42.9,19.78,36.84,62.95,79.82,66,0,0,40.02,16.08,31.57,63.08,78.93,64,0,0,41.8,,36.6,63.933,78.733,28.8
606,08-12-1975,63.88,77.52,128,,0,11,-8.6,-6.96,62.95,79.82,66,0,2.64,1.82,-8.8,-6.38,63.08,78.93,64,0,0,,-7.6,1.44,63.933,78.733,-4.2
607,23-06-1977,63.88,77.52,128,0,0,40.7,17.2,32.76,62.95,79.82,66,0,0,38.31,17.28,,63.08,78.93,64,,0,39.6,,34.56,63.933,78.733,27
608,31-03-1979,63.88,77.52,128,,0,7.7,,2.4,62.95,79.82,66,0,0,35.84,1.52,5.94,63.08,78.93,64,0,0,9.9,,3.96,63.933,78.733,0.4
609,28-01-1977,63.88,77.52,128,,0,,,-12.6,62.95,79.82,66,0,3.35,-5.03,-16.24,,63.08,78.93,64,0,2.94,-4.4,,-11.52,63.933,78.733,-13.2
610,03-08-1979,63.88,77.52,128,0,0,,,59.52,62.95,79.82,66,0,0,34.24,16,28.27,63.08,78.93,64,,0,37.4,,28.8,63.933,78.733,26
611,01-04-1975,63.88,77.52,128,0,0,15.4,0.86,8.16,62.95,79.82,66,0,0,10.81,1.52,7.59,63.08,78.93,64,0,0,,,,63.933,78.733,6.2
612,27-07-1979,63.88,77.52,128,0,0,44,17.2,,62.95,79.82,66,0,0,41.62,16.24,32.56,63.08,78.93,64,,0,45.1,19.95,,63.933,78.733,30.3
613,13-06-1980,63.88,77.52,128,,0,,41.11,30,62.95,79.82,66,0,0,36.06,13.36,27.5,63.08,78.93,64,0,0,,14.25,70.68,63.933,78.733,22.8
614,01-01-1979,63.88,77.52,128,,0,,,2.4,62.95,79.82,66,0,0,10.91,0.16,4.07,63.08,78.93,64,0,0,8.8,0,3.12,63.933,78.733,-0.2
615,21-03-1978,63.88,77.52,128,,0,9.9,,3.12,62.95,79.82,66,0,0,10.91,-1.68,3.96,63.08,78.93,64,0,0,12.1,-1.9,,63.933,78.733,1.7
616,21-11-1979,63.88,77.52,128,,0,8.8,-4.3,-1.68,62.95,79.82,66,0,0,8.67,-4.8,0.44,63.08,78.93,64,0,3.81,9.9,25.56,-0.72,63.933,78.733,2.8
617,29-12-1977,63.88,77.52,128,,0,39.82,-6.02,-5.4,62.95,79.82,66,0,0,2.35,-7.6,-4.29,63.08,78.93,64,0,0,,-7.6,-4.08,63.933,78.733,-3
618,17-03-1978,63.88,77.52,128,0,0,4.4,,30.6,62.95,79.82,66,10,0,7.7,-4.4,-0.22,63.08,78.93,64,0,0,5.5,-2.85,2.04,63.933,78.733,-0.7
619,25-12-1978,63.88,77.52,128,,0,,,-9.96,62.95,79.82,66,0,0,-3.96,-15.2,-13.64,63.08,78.93,64,,0,-3.3,-15.2,19.44,63.933,78.733,-8.8
620,01-09-1980,63.88,77.52,128,0,0,,6.02,17.76,62.95,79.82,66,0,0,28.03,4.88,18.37,63.08,78.93,64,,0,28.6,9.5,20.76,63.933,78.733,17.4
621,20-06-1977,63.88,77.52,128,0,0,39.6,18.06,29.16,62.95,79.82,66,0,0,40.77,16.32,32.23,63.08,78.93,64,0,0,71.94,20.9,33.6,63.933,78.733,25.8
622,31-03-1975,63.88,77.52,128,20,0,,,8.4,62.95,79.82,66,56,0,35.74,1.92,,63.08,78.93,64,17,0,13.2,,7.56,63.933,78.733,6
623,21-08-1978,63.88,77.52,128,,0,28.6,,18.6,62.95,79.82,66,0,0,26.54,8.08,19.69,63.08,78.93,64,,0,,,18.72,63.933,78.733,20.2
624,30-10-1975,63.88,77.52,128,,0,,,-3.6,62.95,79.82,66,0,0,40.66,-0.8,3.96,63.08,78.93,64,0,0,4.4,,0,63.933,78.733,0
625,28-03-1980,63.88,77.52,128,,0,,-4.3,,62.95,79.82,66,0,0,13.91,-3.2,3.96,63.08,78.93,64,0,0,,-3.8,6.48,63.933,78.733,0.4
626,02-04-1976,63.88,77.52,128,,0,6.6,,2.4,62.95,79.82,66,36,0,7.49,1.68,5.39,63.08,78.93,64,19,2.32,,,,63.933,78.733,2
627,09-06-1976,63.88,77.52,128,0,3.69,,,24.84,62.95,79.82,66,0,0,31.56,12.08,24.86,63.08,78.93,64,0,0,33,,25.56,63.933,78.733,21.4
628,15-01-1980,63.88,77.52,128,,0,,-24.08,4.32,62.95,79.82,66,0,0,-9.52,-16.32,-17.16,63.08,78.93,64,,0,-12.1,-21.85,-22.56,63.933,78.733,-12.4
629,06-09-1977,63.88,77.52,128,0,0,26.4,6.02,17.76,62.95,79.82,66,0,0,25.15,6.72,17.82,63.08,78.93,64,,0,,10.45,19.2,63.933,78.733,17.2
630,14-06-1977,63.88,77.52,128,,0,45.1,19.78,36.36,62.95,79.82,66,0,0,42.48,15.52,33.66,63.08,78.93,64,,0,44,,38.4,63.933,78.733,29.5
631,12-06-1977,63.88,77.52,128,,0,41.8,,,62.95,79.82,66,0,0,42.05,14.88,32.34,63.08,78.93,64,20,0,42.9,,33.36,63.933,78.733,26.3
632,27-02-1979,63.88,77.52,128,,0,-2.2,,-6,62.95,79.82,66,4,0,2.25,-4.88,-2.53,63.08,78.93,64,,0,2.2,,-2.64,63.933,78.733,-4.2
633,23-10-1978,63.88,77.52,128,,0,27.5,0,16.8,62.95,79.82,66,8,0,25.68,4.88,15.84,63.08,78.93,64,0,0,67.87,8.55,19.8,63.933,78.733,14
634,10-10-1976,63.88,77.52,128,0,0,,,,62.95,79.82,66,0,0,18.73,3.84,44.33,63.08,78.93,64,0,0,,,12,63.933,78.733,11.5
635,27-10-1975,63.88,77.52,128,,0,,0,7.2,62.95,79.82,66,0,0,23.22,-2.8,7.37,63.08,78.93,64,0,0,,,,63.933,78.733,7.7
636,30-08-1977,63.88,77.52,128,,0,25.3,6.88,15.12,62.95,79.82,66,0,0,24.61,8.08,18.37,63.08,78.93,64,0,0,25.3,11.4,18.48,63.933,78.733,19.8
637,12-11-1977,63.88,77.52,128,,0,8.8,,48.48,62.95,79.82,66,0,0,16.16,-0.24,,63.08,78.93,64,0,0,16.5,0,10.8,63.933,78.733,5.7
638,18-01-1978,63.88,77.52,128,,0,-3.3,,-6.72,62.95,79.82,66,0,0,-0.86,-8.72,-7.26,63.08,78.93,64,0,0,,-9.5,,63.933,78.733,-5.7
639,06-01-1976,63.88,77.52,128,0,0,,,3.12,62.95,79.82,66,0,0,13.91,-2.32,35.53,63.08,78.93,64,0,0,14.3,,4.56,63.933,78.733,2.8
640,25-03-1979,63.88,77.52,128,0,0,19.8,17.2,9.36,62.95,79.82,66,0,2.66,23.11,1.68,12.43,63.08,78.93,64,0,0,,-0.95,13.44,63.933,78.733,3.3
641,10-08-1974,63.88,77.52,128,,0,,,29.4,62.95,79.82,66,0,0,36.81,43.92,27.5,63.08,78.93,64,0,0,,,29.4,63.933,78.733,24.8
642,14-06-1979,63.88,77.52,128,,2.21,28.6,,21.36,62.95,79.82,66,0,0,58.21,14.56,23.54,63.08,78.93,64,0,0,,,21.96,63.933,78.733,18.2
643,14-05-1979,63.88,77.52,128,,0,29.7,8.6,43.08,62.95,79.82,66,0,0,32.21,8.08,22.99,63.08,78.93,64,0,0,66.33,10.45,23.04,63.933,78.733,16
644,04-01-1976,63.88,77.52,128,,0,0,,-3.36,62.95,79.82,66,0,0,3.42,-2.72,-0.77,63.08,78.93,64,0,0,2.2,,,63.933,78.733,-1.6
645,25-02-1980,63.88,77.52,128,20,0,5.5,,-13.68,62.95,79.82,66,0,0,-1.82,-11.92,-9.24,63.08,78.93,64,41,0,-2.2,,-9.6,63.933,78.733,-13.8
646,27-01-1979,63.88,77.52,128,0,0,-4.4,,-12.72,62.95,79.82,66,0,0,35.63,-13.12,22.22,63.08,78.93,64,0,0,23.98,-15.2,-12,63.933,78.733,-10.4
647,05-12-1976,63.88,77.52,128,,0,3.3,-8.6,-5.28,62.95,79.82,66,0,0,0,-8.8,,63.08,78.93,64,0,0,1.1,,-5.76,63.933,78.733,-1.4
648,16-05-1980,63.88,77.52,128,,0,30.8,,25.92,62.95,79.82,66,0,0,30.07,10.08,22.99,63.08,78.93,64,0,0,65.34,,27.12,63.933,78.733,18.4
649,06-01-1977,63.88,77.52,128,0,0,-17.6,-22.36,,62.95,79.82,66,0,0,-6.31,-19.28,22.88,63.08,78.93,64,0,2.22,-8.8,-20.9,-20.4,63.933,78.733,-15.6
650,18-03-1979,63.88,77.52,128,,0,,-1.72,8.4,62.95,79.82,66,0,0,16.69,-0.8,6.93,63.08,78.93,64,0,0,17.6,26.6,,63.933,78.733,2.8
651,11-01-1978,63.88,77.52,128,10,2.81,-5.5,-9.46,-11.28,62.95,79.82,66,7,0,-1.07,-7.12,-6.82,63.08,78.93,64,0,0,-2.2,,-7.44,63.933,78.733,-5.8
652,10-06-1976,63.88,77.52,128,,0,38.5,,29.28,62.95,79.82,66,0,3.39,36.49,11.68,55.88,63.08,78.93,64,0,0,36.3,,27.6,63.933,78.733,23.4
653,03-12-1976,63.88,77.52,128,,0,0,-9.46,18.48,62.95,79.82,66,0,0,1.28,-7.6,-5.06,63.08,78.93,64,0,0,2.2,-9.5,-6.84,63.933,78.733,-4
654,08-01-1978,63.88,77.52,128,,0,-1.1,,,62.95,79.82,66,0,0,2.78,-1.44,0.22,63.08,78.93,64,0,0,2.2,-0.95,0.6,63.933,78.733,-0.8
655,19-08-1980,63.88,77.52,128,0,0,42.9,54.18,34.8,62.95,79.82,66,0,0,66.66,15.76,30.8,63.08,78.93,64,0,0,40.7,,33.12,63.933,78.733,30
656,18-01-1977,63.88,77.52,128,,0,-24.2,-27.52,-1.92,62.95,79.82,66,8,0,-8.56,-14.48,12.98,63.08,78.93,64,,0,-17.6,-21.85,-24,63.933,78.733,-21.2
657,28-12-1979,63.88,77.52,128,51,0,-4.4,,-7.68,62.95,79.82,66,0,2.83,-0.54,-4.24,28.16,63.08,78.93,64,0,0,15.4,,-2.16,63.933,78.733,-1.3
658,22-05-1975,63.88,77.52,128,,0,,11.18,18.96,62.95,79.82,66,11,0,31.03,13.68,22.22,63.08,78.93,64,2,0,,,,63.933,78.733,14.7
659,14-02-1980,63.88,77.52,128,,0,0,,-4.56,62.95,79.82,66,0,0,2.25,-9.6,36.85,63.08,78.93,64,0,0,4.4,,-3.6,63.933,78.733,-5.2
660,11-12-1978,63.88,77.52,128,0,0,-3.3,,,62.95,79.82,66,0,0,-3.21,-8.16,-7.15,63.08,78.93,64,,0,5.5,,-5.16,63.933,78.733,-3.7
661,21-04-1978,63.88,77.52,128,,0,16.5,,9.12,62.95,79.82,66,12,2.92,23.11,6.88,14.96,63.08,78.93,64,10,0,22,,10.32,63.933,78.733,8.8
662,26-08-1978,63.88,77.52,128,,0,30.8,,26.16,62.95,79.82,66,0,0,30.82,7.36,20.68,63.08,78.93,64,,0,31.9,,24.48,63.933,78.733,21.3
663,15-11-1975,63.88,77.52,128,,0,1.1,,-7.44,62.95,79.82,66,0,0,3.32,-8.88,-4.62,63.08,78.93,64,0,0,2.2,,-2.4,63.933,78.733,-2.8
664,08-02-1976,63.88,77.52,128,,0,-3.3,,-6,62.95,79.82,66,0,0,0.32,-2.56,-2.09,63.08,78.93,64,0,0,-1.1,,-3.36,63.933,78.733,-4.8
665,06-01-1979,63.88,77.52,128,,0,-2.2,-3.44,,62.95,79.82,66,22,0,-1.18,-5.92,-2.97,63.08,78.93,64,41,0,-1.1,-3.8,-2.64,63.933,78.733,-2.6
666,03-02-1978,63.88,77.52,128,,0,-12.1,,,62.95,79.82,66,0,2.93,15.62,-13.68,-13.86,63.08,78.93,64,,0,-4.4,,-12.96,63.933,78.733,-11.4
667,23-03-1979,63.88,77.52,128,,0,7.7,,3.12,62.95,79.82,66,0,0,21.51,3.52,35.2,63.08,78.93,64,0,0,19.8,1.9,9.36,63.933,78.733,2.4
668,16-03-1976,63.88,77.52,128,,0,-4.4,,,62.95,79.82,66,0,0,-0.43,-3.2,30.25,63.08,78.93,64,1,0,1.1,,-4.32,63.933,78.733,-6
669,16-04-1978,63.88,77.52,128,41,0,12.1,6.88,10.2,62.95,79.82,66,105,0,11.24,4.64,8.69,63.08,78.93,64,79,0,11,4.75,,63.933,78.733,6.5
670,29-10-1979,63.88,77.52,128,,2.72,12.1,3.44,8.4,62.95,79.82,66,0,0,13.38,0.08,8.25,63.08,78.93,64,,0,13.2,,8.64,63.933,78.733,6.7
671,29-06-1979,63.88,77.52,128,,0,38.5,12.04,28.56,62.95,79.82,66,0,0,36.59,12,28.49,63.08,78.93,64,0,0,37.4,,31.44,63.933,78.733,25.3
672,22-03-1980,63.88,77.52,128,,0,,-1.72,48.36,62.95,79.82,66,0,0,16.58,-0.48,6.27,63.08,78.93,64,0,0,15.4,-0.95,4.56,63.933,78.733,1.3
673,02-06-1979,63.88,77.52,128,,0,,10.32,23.16,62.95,79.82,66,0,0,35.52,8.88,61.27,63.08,78.93,64,0,0,36.3,,28.32,63.933,78.733,20.8
674,24-04-1978,63.88,77.52,128,,0,18.7,,,62.95,79.82,66,0,0,16.48,27.6,12.21,63.08,78.93,64,,0,17.6,7.6,13.92,63.933,78.733,9.2
675,11-04-1976,63.88,77.52,128,,0,22,0,11.4,62.95,79.82,66,0,0,24.93,1.28,12.98,63.08,78.93,64,0,0,25.3,0.95,12.24,63.933,78.733,6
676,06-03-1979,63.88,77.52,128,0,3.92,,,-12.36,62.95,79.82,66,0,0,2.68,-7.12,-3.63,63.08,78.93,64,0,0,,-11.4,-2.4,63.933,78.733,-7
677,30-10-1978,63.88,77.52,128,0,0,15.4,,11.64,62.95,79.82,66,0,0,23.65,36.96,16.17,63.08,78.93,64,0,0,19.8,,60.12,63.933,78.733,11.3
678,10-07-1975,63.88,77.52,128,,0,,18.06,42.24,62.95,79.82,66,0,0,44.4,15.28,33.55,63.08,78.93,64,0,0,,,,63.933,78.733,30.5
679,10-01-1980,63.88,77.52,128,,0,-11,,-15.36,62.95,79.82,66,3,2.74,-5.35,-13.36,-13.31,63.08,78.93,64,,3.29,,,-15.6,63.933,78.733,-8
680,14-01-1980,63.88,77.52,128,,0,,,-24.84,62.95,79.82,66,2,0,-4.28,-10,-8.14,63.08,78.93,64,,0,-9.9,,-15.96,63.933,78.733,-12.5
681,16-05-1978,63.88,77.52,128,0,0,34.1,31.48,26.88,62.95,79.82,66,0,0,34.88,13.04,27.39,63.08,78.93,64,0,0,35.2,17.1,30.84,63.933,78.733,22.2
682,10-04-1978,63.88,77.52,128,,0,17.6,,44.64,62.95,79.82,66,0,0,32.21,9.68,19.91,63.08,78.93,64,0,0,30.8,,16.56,63.933,78.733,7.4
683,29-07-1977,63.88,77.52,128,,0,35.2,,28.56,62.95,79.82,66,0,0,34.99,14.24,28.05,63.08,78.93,64,0,0,36.3,18.05,27.12,63.933,78.733,24.8
684,16-01-1977,63.88,77.52,128,0,0,-18.7,-22.36,-24.6,62.95,79.82,66,0,0,-7.28,-14.8,20.02,63.08,78.93,64,800,2.6,,,-17.28,63.933,78.733,-16
685,16-08-1978,63.88,77.52,128,,0,33,,,62.95,79.82,66,0,0,34.45,14.64,26.84,63.08,78.93,64,,0,34.1,,60.72,63.933,78.733,25.6
686,04-10-1979,63.88,77.52,128,0,0,23.1,,15.84,62.95,79.82,66,0,0,30.39,9.76,22.66,63.08,78.93,64,0,0,27.5,13.3,21.24,63.933,78.733,17
687,07-04-1978,63.88,77.52,128,,2.86,,5.16,14.28,62.95,79.82,66,34,0,25.68,8.4,16.83,63.08,78.93,64,,0,25.3,10.45,16.44,63.933,78.733,11.2
688,22-07-1975,63.88,77.52,128,,0,,15.48,31.2,62.95,79.82,66,0,0,35.84,14.08,28.16,63.08,78.93,64,0,3.34,37.4,15.2,27.12,63.933,78.733,26.2
689,22-06-1979,63.88,77.52,128,,0,42.9,,36.96,62.95,79.82,66,0,0,84.85,48.96,33.77,63.08,78.93,64,,0,42.9,,38.04,63.933,78.733,27.7
690,15-02-1977,63.88,77.52,128,,0,-1.1,,-8.64,62.95,79.82,66,0,0,31.78,-2.8,-0.77,63.08,78.93,64,0,0,,,-2.88,63.933,78.733,-9
691,22-01-1977,63.88,77.52,128,,3.47,-24.2,,-35.04,62.95,79.82,66,0,0,10.27,-25.92,-26.73,63.08,78.93,64,0,0,,-28.5,-28.56,63.933,78.733,-28.3
692,08-12-1976,63.88,77.52,128,,0,-1.1,-10.32,29.64,62.95,79.82,66,0,0,1.5,-11.52,-7.92,63.08,78.93,64,0,2.48,1.1,,-9.96,63.933,78.733,-4.6
693,25-08-1976,63.88,77.52,128,,0,39.6,15.48,27.84,62.95,79.82,66,0,0,35.31,14.16,28.16,63.08,78.93,64,0,0,35.2,,28.8,63.933,78.733,25.8
694,09-10-1979,63.88,77.52,128,,0,14.3,,8.4,62.95,79.82,66,0,0,15.62,3.84,10.01,63.08,78.93,64,0,0,,5.7,,63.933,78.733,9.8
695,17-02-1978,63.88,77.52,128,0,0,13.2,,3.96,62.95,79.82,66,0,0,13.8,-1.92,4.73,63.08,78.93,64,,3.15,15.4,-0.95,,63.933,78.733,3.4
696,12-09-1978,63.88,77.52,128,0,0,,11.18,25.92,62.95,79.82,66,0,0,37.24,9.92,,63.08,78.93,64,0,0,37.4,13.3,27.24,63.933,78.733,21.9
697,14-12-1978,63.88,77.52,128,,0,,,-9.36,62.95,79.82,66,0,0,31.35,-6.8,-5.06,63.08,78.93,64,0,0,0,,-6.24,63.933,78.733,-4.7
698,15-05-1977,63.88,77.52,128,0,2.08,,,23.64,62.95,79.82,66,0,0,36.38,11.68,,63.08,78.93,64,0,3.22,,17.1,29.52,63.933,78.733,18.2
699,13-03-1976,63.88,77.52,128,,0,-1.1,-7.74,-6.96,62.95,79.82,66,0,0,8.56,-5.36,-0.44,63.08,78.93,64,0,3.96,6.6,,-0.6,63.933,78.733,-4.3
700,19-11-1979,63.88,77.52,128,,0,5.5,,39.36,62.95,79.82,66,0,0,40.55,26.8,1.54,63.08,78.93,64,0,0,,,0.24,63.933,78.733,2
701,11-04-1978,63.88,77.52,128,0,0,13.2,,6.84,62.95,79.82,66,0,0,17.33,4.08,8.25,63.08,78.93,64,0,0,12.1,,8.76,63.933,78.733,6.2
702,18-10-1979,63.88,77.52,128,,0,18.7,,14.16,62.95,79.82,66,5,0,45.37,6.16,14.19,63.08,78.93,64,,0,,,18,63.933,78.733,12.6
703,26-01-1976,63.88,77.52,128,,3.2,,,-6.24,62.95,79.82,66,0,0,-2.14,-7.68,-6.82,63.08,78.93,64,0,0,,,,63.933,78.733,-4.5
704,17-12-1978,63.88,77.52,128,,3.06,,,0.6,62.95,79.82,66,0,0,11.02,1.2,5.17,63.08,78.93,64,,0,,,2.64,63.933,78.733,1
705,22-08-1976,63.88,77.52,128,,0,,,34.56,62.95,79.82,66,0,0,39.59,13.52,29.7,63.08,78.93,64,0,0,,,,63.933,78.733,27.4
706,14-07-1980,63.88,77.52,128,,0,,,39.12,62.95,79.82,66,0,0,43.98,15.68,32.67,63.08,78.93,64,,0,,,40.08,63.933,78.733,28.6
707,03-11-1979,63.88,77.52,128,,0,17.6,,37.68,62.95,79.82,66,0,0,19.37,6.56,12.87,63.08,78.93,64,0,0,,,,63.933,78.733,7.4
708,29-07-1979,63.88,77.52,128,,0,,,36.6,62.95,79.82,66,0,0,43.12,17.28,66.88,63.08,78.93,64,,0,44,,,63.933,78.733,30
709,05-02-1979,63.88,77.52,128,,0,19.14,,-8.64,62.95,79.82,66,0,0,-1.71,-4.72,-4.29,63.08,78.93,64,0,0,2.2,,-6.24,63.933,78.733,-6.7
710,19-11-1975,63.88,77.52,128,,2.6,,,0,62.95,79.82,66,0,0,30.28,-0.72,2.86,63.08,78.93,64,0,0,,,,63.933,78.733,1
711,19-11-1977,63.88,77.52,128,0,0,,5.16,9.36,62.95,79.82,66,0,0,9.63,4.48,37.51,63.08,78.93,64,,0,,,8.64,63.933,78.733,9.8
712,01-05-1978,63.88,77.52,128,0,0,26.4,7.74,16.2,62.95,79.82,66,0,0,54.36,11.76,22.44,63.08,78.93,64,0,0,67.54,12.35,23.4,63.933,78.733,15.3
713,23-05-1976,63.88,77.52,128,,0,29.7,,53.64,62.95,79.82,66,0,0,52.54,11.68,23.54,63.08,78.93,64,0,0,28.6,,26.4,63.933,78.733,21.4
714,15-11-1978,63.88,77.52,128,,0,29.81,,0.48,62.95,79.82,66,0,0,10.7,-1.84,2.75,63.08,78.93,64,,3.68,7.7,,1.44,63.933,78.733,2.5
715,03-05-1979,63.88,77.52,128,,0,15.4,,,62.95,79.82,66,167,0,45.05,7.28,42.57,63.08,78.93,64,,0,15.4,,13.68,63.933,78.733,11.7
716,08-02-1979,63.88,77.52,128,5,0,4.4,,1.8,62.95,79.82,66,0,0,12.2,-1.04,,63.08,78.93,64,0,3.09,45.54,,5.16,63.933,78.733,0.7
717,12-10-1976,63.88,77.52,128,,0,14.3,,9.6,62.95,79.82,66,0,0,16.05,4.64,42.57,63.08,78.93,64,0,0,,,,63.933,78.733,13
718,26-07-1976,63.88,77.52,128,,0,42.9,,33.6,62.95,79.82,66,0,0,38.73,14,30.58,63.08,78.93,64,0,0,39.6,20.9,77.28,63.933,78.733,24.4
719,29-03-1975,63.88,77.52,128,0,0,,,11.04,62.95,79.82,66,30,3.77,19.69,3.44,8.25,63.08,78.93,64,17,0,9.9,,7.8,63.933,78.733,6.2
720,27-12-1975,63.88,77.52,128,,0,,16.08,,62.95,79.82,66,0,0,10.06,-2,1.65,63.08,78.93,64,0,0,,,,63.933,78.733,0
721,30-12-1979,63.88,77.52,128,,0,-3.3,,-6.6,62.95,79.82,66,0,0,-3.21,21.2,-5.39,63.08,78.93,64,0,0,26.73,,-5.52,63.933,78.733,-4.2
722,07-09-1979,63.88,77.52,128,0,0,30.8,,21.84,62.95,79.82,66,6,0,29.64,11.28,23.1,63.08,78.93,64,,0,,,24,63.933,78.733,21.7
723,15-01-1978,63.88,77.52,128,,0,,-9.46,-10.8,62.95,79.82,66,0,0,0,-7.92,-5.83,63.08,78.93,64,0,2.32,0,,-7.2,63.933,78.733,-5.8
724,07-01-1977,63.88,77.52,128,,0,,-20.64,-23.16,62.95,79.82,66,0,0,-6.42,-16.72,17.49,63.08,78.93,64,0,0,,-21.85,-16.08,63.933,78.733,-13.6
725,03-10-1977,63.88,77.52,128,,0,22,,10.08,62.95,79.82,66,0,0,62.06,-0.16,10.67,63.08,78.93,64,,0,,1.9,9.6,63.933,78.733,10.4
726,08-05-1979,63.88,77.52,128,,0,25.3,,,62.95,79.82,66,0,0,26.86,7.68,19.91,63.08,78.93,64,,0,27.5,,,63.933,78.733,15.3
727,20-03-1980,63.88,77.52,128,,0,,-1.72,-1.2,62.95,79.82,66,0,0,6.96,0.56,3.41,63.08,78.93,64,5,0,,,3.24,63.933,78.733,0
728,03-02-1979,63.88,77.52,128,,0,0,-4.3,-2.64,62.95,79.82,66,0,0,8.02,-1.04,2.31,63.08,78.93,64,0,0,,,0.96,63.933,78.733,-1.6
729,01-06-1979,63.88,77.52,128,0,3.28,33,10.32,27.84,62.95,79.82,66,0,0,32.74,9.04,24.64,63.08,78.93,64,,0,31.9,14.25,25.44,63.933,78.733,18.8
730,20-02-1980,63.88,77.52,128,3,0,-6.6,,-9.6,62.95,79.82,66,4,0,0.86,-4,-2.86,63.08,78.93,64,0,0,22.88,,18.96,63.933,78.733,-7.8
731,09-02-1977,63.88,77.52,128,,0,-22,,-31.2,62.95,79.82,66,0,2.18,-15.09,-19.2,-20.9,63.08,78.93,64,0,0,-15.4,-22.8,-27.36,63.933,78.733,-24.8
732,29-03-1978,63.88,77.52,128,0,0,17.6,,9.36,62.95,79.82,66,0,0,23.54,2,12.54,63.08,78.93,64,0,0,24.2,,9,63.933,78.733,2.3
733,09-12-1976,63.88,77.52,128,239,0,-3.3,,,62.95,79.82,66,0,0,-1.07,-7.36,-4.62,63.08,78.93,64,0,0,34.98,-11.4,-6.24,63.933,78.733,-3.2
734,27-07-1978,63.88,77.52,128,,0,42.9,,34.8,62.95,79.82,66,0,0,40.45,17.04,32.12,63.08,78.93,64,0,0,41.8,50.35,33.96,63.933,78.733,28.4
